    655,          12.,          -9.,  -5.80000019
    656,         13.5,          -9.,  -5.80000019
    657,          15.,          -9.,  -5.80000019
    658,         16.5,          -9.,  -5.80000019
    659,          18.,          -9.,  -5.80000019
    660,         19.5,          -9.,  -5.80000019
    661,         -12.,         -7.5,  -5.80000019
    662,        -10.5,         -7.5,  -5.80000019
    663,          -9.,         -7.5,  -5.80000019
    664,         -7.5,         -7.5,  -5.80000019
    665,          -6.,         -7.5,  -5.80000019
    666,         -4.5,         -7.5,  -5.80000019
    667,          -3.,         -7.5,  -5.80000019
    668,         -1.5,         -7.5,  -5.80000019
    669, 2.23517006e-07,         -7.5,  -5.80000019
    670,          1.5,         -7.5,  -5.80000019
    671,           3.,         -7.5,  -5.80000019
    672,          4.5,         -7.5,  -5.80000019
    673,           6.,         -7.5,  -5.80000019
    674,          7.5,         -7.5,  -5.80000019
    675,           9.,         -7.5,  -5.80000019
    676,         10.5,         -7.5,  -5.80000019
    677,          12.,         -7.5,  -5.80000019
    678,         13.5,         -7.5,  -5.80000019
    679,          15.,         -7.5,  -5.80000019
    680,         16.5,         -7.5,  -5.80000019
    681,          18.,         -7.5,  -5.80000019
    682,         19.5,         -7.5,  -5.80000019
    683,         -12.,          -6.,  -5.80000019
    684,        -10.5,          -6.,  -5.80000019
    685,          -9.,          -6.,  -5.80000019
    686,         -7.5,          -6.,  -5.80000019
    687,          -6.,          -6.,  -5.80000019
    688,         -4.5,          -6.,  -5.80000019
    689,          -3.,          -6.,  -5.80000019
    690,         -1.5,          -6.,  -5.80000019
    691, 2.23517006e-07,          -6.,  -5.80000019
    692,          1.5,          -6.,  -5.80000019
    693,           3.,          -6.,  -5.80000019
    694,          4.5,          -6.,  -5.80000019
    695,           6.,          -6.,  -5.80000019
    696,          7.5,          -6.,  -5.80000019
    697,           9.,          -6.,  -5.80000019
    698,         10.5,          -6.,  -5.80000019
    699,          12.,          -6.,  -5.80000019
    700,         13.5,          -6.,  -5.80000019
    701,          15.,          -6.,  -5.80000019
    702,         16.5,          -6.,  -5.80000019
    703,          18.,          -6.,  -5.80000019
    704,         19.5,          -6.,  -5.80000019
    705,         -12.,         -4.5,  -5.80000019
    706,        -10.5,         -4.5,  -5.80000019
    707,          -9.,         -4.5,  -5.80000019
    708,         -7.5,         -4.5,  -5.80000019
    709,          -6.,         -4.5,  -5.80000019
    710,         -4.5,         -4.5,  -5.80000019
    711,          -3.,         -4.5,  -5.80000019
    712,         -1.5,         -4.5,  -5.80000019
    713, 2.23517006e-07,         -4.5,  -5.80000019
    714,          1.5,         -4.5,  -5.80000019
    715,           3.,         -4.5,  -5.80000019
    716,          4.5,         -4.5,  -5.80000019
    717,           6.,         -4.5,  -5.80000019
